description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
WOW!!! Vegan donuts are heaven and they make them so perfectly. There was a little line but it moved fast. Coffee was yummy and service was great. I'll be back here for sure.,5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,Positive,Positive,unknown,unknown,unknown
"What a nice place! While in Charlotte visiting family, I decided to yelp a place to find a tasty birthday cake. After getting some sushi we drove down to Amelie's, and for a while I was concerned that we were headed in the wrong direction - the area was pretty sparse and industrial looking. But when we pulled up and I saw the cute little porch I knew it would be good. The interior is artsy and adorable, with a touch of class. I'm a big fan of the various chandeliers they had and of course - the sweets. What yummy looking sweets, served up by a friendly staff. I got a free eclair for it being my birthday, and chose a big fat chocolate cappucino/rum cream cake. Then we had some french pressed coffee. Overall, I'd say the sweets I had were decent, not amazing. The cake was a bit dry but still yum. If I'm ever in Charlotte again though I'll definitely have to bring some friends to this place, The atmosphere is simply lovely. The best part? It's open 24 hours.",4,Positive,Positive,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown
"We came here after my coworker watched Chefs Table and learned about this place We came for the cereal flavor ice cream. It was good on it's own, not omg but good. (See TIP below) We got a slice of the crack pie and that REALLY lived up to it's name. Wow it was good. TIP: Put the ice cream ON the pie... and your tastebuds won't even know how to handle it. Flipping a, I want it right now.",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Quick tip: Cap'n Crunch ice cream- it's buttery rich and a nice balance of salty and sweet, plus the cereal is caramelized to add a deep burnt sugar flavor and keep it crunchy, because no one wants Cap'n Soggy. It's a five star craving just waiting to happen. I knew very little about the Sprinkles brand, except that it is the west coast favorite for cupcakes. Rather than do any research, I asked the Duchess what she orders here. When Jessica mentioned Cuban coffee cupcakes, I decided to bring my family here for a sweet treat right after I returned from a trip to Florida. We enjoyed walking around The Linq and seeing the observation wheel up close. My daughter had been pointing at those lights for weeks. I have to wonder where the creator of the Cuban coffee cupcake drinks their caf̩ cubano, because I've never tasted Cuban coffee with cinnamon before. It tasted a lot like Mexican chocolate, and I loved the flavor and texture of the cake. I just don't think there was enough espresso flavor to even call it caf̩ de olla. I would definitely order this again, but it is a special flavor, so it's available for a limited time. We didn't wait in line, but service at the counter was kind of slow. If you're impatient, you might try your luck outside at the Cupcake ATM. This may not be a convenient option if you find a crowd of people taking #cupcakeatmselfies! You have to go inside for ice cream. There's also Ghirardelli just a few feet away. What were they thinking? I recommend parking in the lot behind the observation wheel to avoid walking through the dreadful Imperial Palace. I know they renamed it The Q or something not very creative like that, but once you go behind the casino, it's still the Imperial Palace. We had fun playing air hockey and using the $1 massage chairs on the first floor of the IP parking garage, so I guess it's not the worst option.",4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Selection is super limited to a handful of items, but do yourself a favor a grab a million of the lobster tails yummy goodness--HELLO!!! The whole time I'm eating those darn little things I kept saying, ""this is interesting,"" which is a compliment to the baker! I love creamy desserts--add whipped cream, French cream, mascarpone and I instantly fall in love but man, these little lobster tails had me crunching away! Is it a philo dough over a croissant??? You bite into these little heavenly jewels, and you get this flaky crunch, then soft crescent, then light French cream. I mean who knew something so simple could just make you want to dance a happy dance???? if y'all know me, you know I can't order one thing in a bakery, so we added cheesecake, every flavor lobster tail, and a strawberry shortcake slice. Cheesecake was super awesome amazing. I don't like cheesecake ordinarily, but they were so pretty and petit, I had to try!!! It's a bold bakery that offers mini cheesecakes with no crust and a simple strawberry on top--hot damn it was good!!! Although I enjoyed the strawberry shortcake--I prefer a chiffon cake (from Candlelight Bakery) over a sponge. The lightness of the cream and tartness of fresh strawberries just always seem to go better with the airiness of a chiffon...all in all, the star of this visit were the lobster tails!! going back today before we leave Vegas to grab a box!!!",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"So so good. They have about 5 samples a day of popcorn you can try out of the over 20 flavors they sell. I haven't bought the same kind yet, always buying something I've sampled. Their buckeye caramel covered apples are to die for. I've tried 5 of their cupcakes, still not thrilled with them. They have a case of chocolates too that is very good. The staff is very friendly. They have a very, VERY, narrow ramp into the building for wheelchairs, if not caught just right, its possible to miss it with a wide wheel chair. Usually a staff member runs to the door and has to help me push the chair into the building. They do have two stands in the west side market. One with the popcorn and chocolates and the other with their cupcakes in 2 different locations.",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Went to this location last month and to be completely honest I was not a huge fan. I've eaten at the Milk Bar in LA multiple times but unfortunately the birthday cake here tasted too dry, not fresh and overly sweet. Hoping they make some changes to their recipes in the future.",3,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Thanks to their online ordering option I was able to order a few breakfast items this morning and then swing by to pick them up, which was very convenient. Ordered the pear bostock, a cinnamon roll, a ham and cheese croissant, and an egg in a croissant. Glad to see them still open and able to serve customers safely and conveniently during COVID.",4,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Cute ice cream store on Eastern! Loved the swirl specials and the taiyaki! I got the mango honeydew and loved it. Daughter got the ube ice cream and she enjoyed it very much. If you want to cool down and have a little something sweet, stop by somi somi! =)",5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,Positive
"The ice cream was okay, it was confusing trying to find the place since now it is just a stand. I wasn't too impressed with the flavors since they were so limited. Also it was kind of pricy for the little amount that you did get.",2,Negative,unknown,unknown,unknown,unknown,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown
